date,new_confirmed,category_value,category_label,,Tweet
23-11-2019,0,0,No change on the spread of COVID19,09-11-2019, Today 30 years after the people of Berlin tore down the wall and paved the way for Germanys reunification we honour their courage and recommit to working together to defend peace liberty amp democracy around the worldPrime Minister Justin Trudeau BerlinWall30 Mauerfall30 This VeteransDay honor all vets by supporting those who may be in crisis Learn more  StopSuicide  Should my doctor screen for prediabetes in my annual physical exam We answer this plus 11 other FAQs about prediabetes  CDCDiabetes 
24-11-2019,0,0,No change on the spread of COVID19,10-11-2019, Poppies cascade down the Peace Tower in Ottawa to honour Canadas fallen CanadaRemembers LestWeForget  Our thoughts are with people in India and Bangladesh who have lost loved ones or their homes due to Cyclone Bulbul Canadians are hoping for everyones safety and we stand ready to offer our supportPrime Minister Justin Trudeau As part of NAHeritage Month we are bringing together an expert panel to discuss what steps we can take to prevent violence in American Indian and Alaska Native communities Watch our Facebook Live event on Nov 13th at 12pm ET   Planning any trips over the holidays Make sure you double check your travel documents  
25-11-2019,0,0,No change on the spread of COVID19,11-11-2019, On RemembranceDay Canada pays tribute to our veterans to those who have been injured in the line of duty and to all those have made the ultimate sacrifice  CanadaRemembers Prime Minister Justin Trudeau accompanied by Sophie Grgoire Trudeau and Minister Lawrence MacAulay attends the National RemembranceDay Ceremony at the National War Memorial CanadaRemembers  Prime Minister Justin Trudeaus statement on Polands National Independence Day  Watch live National RemembranceDay Ceremony at the National War Memorial  CanadaRemembers  RT CanadianForces For those who leave never to return For those who return but are never the same Today and every day we honour you Today at 1100 am we will observe two minutes of silence in recognition of the brave Canadians who fought for us CanadaRemembers LestWeForget Today we come together to honour the brave Canadians in uniform who have served our country throughout our history Read Prime Minister Justin Trudeaus statement on RemembranceDay  CanadaRemembers RT VeteransENGCA  this tweet to receive a reminder on 1111 to take a moment to remember those who served and sacrificed for our freedo On RemembranceDay we thank our service members past and present for all they have done to keep us and people around the world safe They represent the very best of what it means to be Canadian LestWeForget CanadaRemembers  PFAS exposure is a growing concern PFAS are humanmade chemicals used in industry and consumer products that can get into air soil and water Join CDCGrandRounds Live on Facebook 1119 at 1pm ET to learn more   WorldPneumoniaDay is coming up on Nov 12 Unfortunately about 50000 people die of pneumonia each year in the US Learn how to protect yourself and help stoppneumonia   DYK 1 in 5 people who have had C diff will get it again If youve had C diff learn how to protect yourself from a repeat infection  NovemberCdiffAwareness CdiffInfectionAwareness  Today CDC recognizes the brave men and women who have served in the United States Military VeteransDay  On this solemn day we remember all our veterans and their sacrifice in the name of Canadas safety and security Lest we forget RemembranceDay CanadaRemembers RT rcmpgrcpolice On RemembranceDay the RCMP honours those who have served and continue to serve for the peace and freedom of our countr RT CanadianForces For those who leave never to return For those who return but are never the same Today and every day we honour you RT CanadianPM Today at 1100 am we will observe two minutes of silence in recognition of the brave Canadians who fought for us CanadaR RT VeteransENGCA On November 11 remember those who served and sacrificed for freedom CanadaRemembers   RT CanadianPM Today we come together to honour the brave Canadians in uniform who have served our country throughout our history Read P RT CanadianPM On RemembranceDay we thank our service members past and present for all they have done to keep us and people around the
26-11-2019,0,0,No change on the spread of COVID19,12-11-2019, Prime Minister Justin Trudeau meets with the Premier of Saskatchewan Scott Moe today on Parliament Hill in Ottawa  Prime Minister Justin Trudeau meets with the Leader of the Official Opposition Andrew Scheer today on Parliament Hill in Ottawa  The House of Commons will convene on Thursday December 5 The Speech from the Throne will follow later the same day  Prime Minister Justin Trudeaus statement on the 550th anniversary of the birth of Guru Nanak Dev Ji  According to OJPNIJ more than 4 out of 5 American Indians amp Alaska Natives have experienced violence in their lifetimes Watch on Facebook Live tomorrow at 12pm ET to learn about what we can do to prevent violence amp protect communities  NAHeritage  RT CDCInjury Help promote relationships and environments that are safe stable and nurturing for all children and families Learn more t RT CDCemergency Parents of children with asthma are on alert all the time not just in the event of an episode or a disaster Parents RT CDCChronic Healthy fall tip Take advantage of the cool weather and GetActive More tips to prevent chronic disease this autumn here Ever wondered about pharmacist collaborative practice agreements Learn it then teach it with new PHlaw facilitator guides   At least 5 of the top 10 leading causes of death are linked to ACEs Preventing ACEs could reduce chronic diseases risky health behaviors and improve education and job opportunities Learn more in CDCs VitalSigns report   Flu can cause serious complications like pneumonia Adults over 65 pregnant women and young children are just some groups at high risk for flu complications The best way to prevent seasonal flu is to get vaccinated every year  WorldPneumoniaDay  RT PBCCLCC DYK there are different types of conditional release They include temporary absences day parole full parole and statutory Its TriviaTuesday Which of the following is not under Public Safety Canadas purview
27-11-2019,0,0,No change on the spread of COVID19,13-11-2019, Prime Minister Justin Trudeau meets with the Leader of the Bloc Qubcois YvesFranois Blanchet today on Parliament Hill in Ottawa  Along with monitoring babies development it is important for parents to make sure their baby is up to date on all recommended childhood vaccinesTalk to your pediatrician at her next appointment  Adverse childhood experiences ACEs impact lifelong health amp opportunities 1 in 6 adults experienced four or more types of ACEs Learn more about prevention strategies amp the link between ACEs and 14 negative outcomes in the VitalSigns report   RT CDCHeartStroke Its time to celebrate GISDay Share your maps and use ChronicDiseaseMaps to explain how they contribute to chronic RT CDCDirector For more than 50 years hundreds of millions of Americans have safely received flu vaccines There is extensive research NEW Antibioticresistant bacteria amp fungi cause more than 28M infections and 35k deaths in the United States each year according to the second CDCARthreats Report released today Progress has been made but aggressive action must continue   Norovirus spreads easily through  amp  of infected people Clean and disinfect right after vomiting or having diarrhea to prevent norovirus from spreading   Your actions can have a significant impact on your community and the people you come in contact with every dayFor people with compromised immune systems like Donna community immunity can help protect against complications from flu WhyIFightFlu  Here are some tips for how to Prepare for a power outage Make sure your carbon monoxide detector has a batterypowered backup Protect sensitive electronics with a surgeprotecting power barLearn More   We do many things but citizenship is not one of them Thats in the hands of our friends at CitImmCanada RT PrivacyPrivee On Nov 1 2018 businesses became subject to new regulations under Canadas federal private sector privacy law PIPEDA RT WomenCanada Happy WorldKindnessDay Today reminds us that showing support and love for the people in our communities goes so much fa
28-11-2019,0,0,No change on the spread of COVID19,14-11-2019, Prime Minister Justin Trudeau meets with the Leader of the New Democratic Party Jagmeet Singh today on Parliament Hill in Ottawa  DYK About 1 in every 10 babies in the US are born too early each year Learn more about PretermBirth  RT DepSecHargan New CDCgov Report The burden of AntibioticResistance is greater than previously thought Antibioticresistant bacteria RT HHSGov A new report from CDCgov shows the US has reduced deaths from antibioticresistant infections by 18 since 2013  If you use ecigarette or vaping products get medical care right away if you have symptoms like those reported in this outbreak such as cough shortness of breath chest pain nausea vomiting stomach pain diarrhea fever chills or weight loss  CDC recommends that people dont use ecigarette or vaping products that contain THC Data suggests products containing THC particularly those obtained from informal sources like friends family or inperson or online dealers play a major role in the outbreak OUTBREAK UPDATE As of 1113 2172 cases of lung injury associated with use of ecigarette or vaping products have been reported from 49 states all but Alaska DC amp 2 US territories Puerto Rico amp USVI 42 deaths were confirmed in 24 states amp DC   In 2018 over half of US adults who smoked cigarettes reported trying to quit in the past year Get more data about adult tobacco use in the latest CDCMMWR   Are you ready for this fluseason CDC epidemiologist Michelle Hughes answers 3 commonly asked flurelated questions  FAQsAboutFlu RT RCMPAlberta Protect your identity online be wary of emails from financial institutions and other organizations asking for personal in RT GetPrepared Barriers can help stop floodwater from entering your home Learn about your options Flood barrier bags swell to cont RT LibraryArchives Frederick Banting and Charles Best discovered insulin and saved millions of lives WorldDiabetesDay DiabetesDay  33 RT VeteransENGCA Canadian Veterans return to Italy to mark the 75th anniversary of the Italian Campaign Italy75 CanadaRemembers http RT rcmpgrcpolice There are many dangers out there for kids Check out how the RCMP is working tirelessly to keep them safe in the latest RT VeteransENGCA If you know a Canadian Armed Forces Veteran or former RCMP who is homeless or at risk of becoming homeless please call RT cybercentreca Today is the day GeekWeek 6 launches at 930 am Stay tuned to our Twitter account as we live tweet from the opening
29-11-2019,0,0,No change on the spread of COVID19,15-11-2019, Prime Minister Justin Trudeau meets with the Parliamentary Caucus Leader of the Green Party Elizabeth May today on Parliament Hill in Ottawa  DYK symptoms of lung injury associated with use of ecigarette or vaping products might look like common illnesses like flu or pneumonia If you use these products learn the symptoms and talk to a healthcare provider if you feel sick   DYK Buckling children in age and sizeappropriate car seats booster seats and seat belts reduces the risk of serious and fatal injuries Learn about preventing motor vehicle injuries in children  FAQFriday  Exposure to PFAS may adversely affect a womans fertility raise cholesterol levels and increase the risk of some cancers Join CDCGrandRounds Live on Facebook 1119 1pm ET to learn about the effects of PFAS exposure   RT DepSecHargan Make sure youre ready to fight the flu this Fall by getting vaccinated Not only will you protect yourself  but the peo RT CDCFlu Influenza B viruses are predominant nationally this week driving a wave of flu activity in the south and southeast of the US Join CDC amp other countries for a Twitter Storm on Monday 1118 from 910 AM EST Use AntibioticResistance to spread the word about abx resistance amp appropriate abx prescribing amp use See CDCs BeAntibioticsAware partner toolkit for sample posts  USAAW19  Changes in our climate can impact everyones health but some people are at greater risk Learn how the changing climate can affect your communitys health and what you can do   RT GetCyberSafe Teens share everything online  yes even very personal images CdnChildProtect has steps they can take if theyve lo Whether its a flood tornado earthquake or wildfire warning EmergencyAlerts can save your life Visit Alert Ready to find out what types of alerts you could receive and to check if your phone is compatible   Its FollowFriday If you plan on crossing a border this weekend make sure to follow CanBorder and check out their app for wait times RT PSPCSPAC The Canadian Police and Peace Officers Memorial is back at its original location on ParliamentHill after being moved in 20 RT redcrosscanada  Did you know A third of Canadians are not prepared for a winter emergency  Know your risks Make a plan RT Transportgc Call me beep me if you wanna reach me   But let your calls go to voicemail when youre on the road Learn more about RT CSCSCCen Its FAQFriday Who are CSCs Restorative Opportunities Mediators RO mediators are skilled in restorative justice confli
30-11-2019,0,0,No change on the spread of COVID19,16-11-2019, Prime Minister Justin Trudeaus statement on Louis Riel Day  Share memories not germs Make handwashing a fun family activity and teach kids to scrub hands for 20 seconds  KeepHandsClean  Living with diabetes DYK artificial sweeteners can spike your blood sugar Here are nine more surprising triggers  via CDCDiabetes NationalDiabetesMonth  You may know bits of your familys history like how your parents met or your grandmas topsecret recipe but do you know about your family HEALTH history Use this guide to learn how cancer in your family may impact your own health  BreastCancer  Not all phones can receive an EmergencyAlert and its important to understand why Visit AlertReady to check your phones compatibility and what could affect its ability to receive an alert   Do you know what to do after a Flood occurs Dont return home until authorities say its safe Learn more  DYK you should also have a car EmergencyKit Its always a good idea to GetPrepared More info on what to include   Not sure what an emergency alert looks or sounds like Visit AlertReady to learn what to expect in case an alert is issued  
01-12-2019,0,0,No change on the spread of COVID19,17-11-2019, Prime Minister Justin Trudeau announces that His Majesty KingAbdullahII of Jordan will visit Canada on November 18  Today is WorldDayofRemembrance for traffic victims Road traffic crashes kill more than 135 million people each year Learn road safety tips for home and abroad   Does your business know the signs of a scam Watch forPersonal info requestsUnsolicited callsMail offers that seem too good to be trueWire transfersRandom friend requests on social mediaFor more info visit    DYK that over 120 EmergencyAlerts have been successfully issued since the launch of AlertReady in April 2018 Some msgs have even been credited with saving lives   Parents of teenage drivers play a vital role in teaching them not to drive impaired Info 
02-12-2019,0,0,No change on the spread of COVID19,18-11-2019, Prime Minister Justin Trudeau meets with His Majesty KingAbdullahII of Jordan today on Parliament Hill in Ottawa  Prime Minister Justin Trudeaus statement on Latvias Independence Day  Prime Minister Justin Trudeaus statement on Global Entrepreneurship Week  GEW19 Gardasil 9 safety update two new CDC studies in AAPJournals find no unexpected safety problems with the vaccine 97 of reported adverse events were not serious amp similar to findings in clinical trials   What you learn about your familys health history can help you understand your BreastCancer risk  and make a plan to manage it Learn more about the tie between breast cancer and family history  FamilyHealthHistoryDay  RT HHSGov Many people become more forgetful as they age How can you tell the difference between mild forgetfulness and serious memory pr RT CDCNCEZID Improving antibiotic use including ensuring access to these important drugs globally will save lives amp help us combat An RT CDCNCEZID Protect yourself from antibioticresistant infections by using antibiotics as prescribed keeping hands clean getting immu Whats different about rural mental health Find out by joining us Tuesday Nov 19th at 2pm ET in the AgMentalHealth Twitter Chat hosted by HRSAgov  Are you or someone you love living with diabetes This DiabetesAwarenessMonth be aware that you may be missing an essential step to staying healthy Find out why vaccination is important   RT CDCNCEZID Did you know preparing food safely at home can help stop the spread of antibioticresistant infections Follow 4 easy steps RT CDCDirector HCPs Please remind your patients that the best way to prevent flu and possible hospitalization because of flu is to ge RT CDCDirector Rarely outbreaks of circulating vaccinederived poliovirus cVDPV occur Using a novel vaccine providing technical assi RT CDCDirector Cigarettes continue to be the most commonly used tobacco product in the US with 342 million adults reporting using cigar Thank you for joining todays AntibioticResistance Twitter Storm Continue the conversation and check out the latest CDCARthreats Report highlighting one of the most urgent public health threats  USAAW19  New CDCARthreats report CDC is working with partners to strengthen prevention efforts keep antibiotics effective for lifethreatening infections and improve antibiotic useall to save lives from AntibioticResistance  USAAW19  DYK If you get a cold or flu this Fall you need to fight back with the right tools Antibiotics dont work on viruses like those that cause colds or flu Ask your doctor about the best treatment to help you feel better  AntibioticResistance FightFlu  Antibiotics are one of the most powerful tools we have to fight infections But they can cause side effects and can lead to AntibioticResistance This USAAW19 learn more about when abx are and arent needed so you can BeAntibioticsAware   AntibioticResistance is one of the most urgent global health threats Everyone has a role to play in improving antibiotic use to help fight antibiotic resistance  USAAW19  In 1 hour join CDC amp other countries for a Twitter Storm at 9 AM EST Use AntibioticResistance to spread the word about antibiotic resistance amp appropriate abx prescribing amp use See CDCs BeAntibioticsAware toolkit for sample posts  USAAW19  RT JusticeCanadaEN Today is the start of RJWeek RestorativeJustice supports  better outcomes for victims  aims to interrupt the cyc Travelling around Canada and not sure who to call in an emergency Check out this page for important contacts in each province  RT csiscanada CanEmbUSA CSIS has been using the Government of Canadas GBA process to build new policies through a different lens It h On Nov 27 provinces and territories plan to test the  AlertReady system You might not receive the test alert on your wireless device if your phone is Help Prepare your children for emergencies by educating them about natural hazards and how to call 911 More info on how to get your children Prepared   RT CSCSCCen Its Restorative Justice RJ Week What is RJ  RJ is an approach to justice that focuses on addressing the harm caused by RT RCMPNatDiv secureyourcareer in Federal Safety Security amp Intelligence Career fair coming soon to Ottawa 
03-12-2019,0,0,No change on the spread of COVID19,19-11-2019, GROUND BEEF RECALL Recalled ground beef linked to a Salmonella outbreak was shipped to retailers in California Return recalled products to the store or throw them away Never try to cook recalled meat Learn more   CDC is working 247 to address the outbreak of lung injury associated with ecigarette or vaping product use Todays CDCMMWR updates clinical guidance with special considerations for flu season   In anticipation of flu season when respiratory illnesses are common CDC engaged with health departments and clinical partners to assess current ecigarette or vaping product useassociated lung injury surveillance Read more in todays CDCMMWR   Thanks to HRSAgov for hosting this important chat about agmentalhealth Learn more about the challenges and strengths that shape rural health  RT CDCInjury HRSAgov Our Technical Package for Suicide Prevention is a helpful resource that includes individualbased and communitybas A8 ruralhealthinfo has resources and tools including examples of effective projects focused on mental health  agmentalhealth A6 Some research says online mental health forums can help reduce isolation amp create connection They can also connect people in rural areas to peer support amp advice Stigma can happen on social media too so the platform can be important  agmentalhealth  RT NIOSH A5 NIOSH funds 11 Centers for Agricultural Safety and Health that have projects focusing on mental health UMASHUMN is one C A5 CPSTFs Community Guide has systematic reviews tools resources and more about rural settings They found evidence supporting mental health insurance benefits and home amp clinic depression management for older adults  agmentalhealth A4 People in rural communities often have a strong sense of connection and people know each other If someone seems to be acting differently consider checking in to see how they are doing agmentalhealth  A3 There can be stigma around seeking mental health care It can be more of an issue in rural areas where everyone knows each other HCPs can help by integrating mental health wprimary care  people may know someone was there but not why  agmentalhealth  A2 Telehealth and HCP home visits can reduce the problems of mental health accessibility availability amp acceptability in rural areas Flexible options may mean no travel times and appointments that fit workers schedules Learn more  agmentalhealth  A1 Extreme events like flooding drought amp fire can affect agmentalhealth  all of these can mean lost income Families can also have stress about losing a farm thats been in the family for generations  This is Diane Hall Senior Policy Analyst at CDC I will be tweeting about rural mental health during HRSAgovs agmentalhealth chat Follow along or join us using the hashtag agmentalhealth Thank you for following along and thanks to HRSAgov for hosting this important chat about agmentalhealth Learn more about the challenges and strengths that shape rural health  HCPs Watch how Dr Edith BrachoSanchez addresses concerns about fluvaccine to parents of young children HowIRecommend  Clinicians join the COCA call THURSDAY 1121 at 2pm ET to learn about CDCs updated recommendations for managing patients with suspected lung injury associated with ecigarette or vaping product use   Handwashing is one of the best ways to protect yourself and your family from getting sick Learn when and how you should wash your hands to stay healthy  KeepHandsClean  Do your part to keep yourself and others healthy If you get sick remember antibiotics dont treat viruses like those that cause colds amp flu Talk with your doctor about the best treatment and what you can do to relieve symptoms   Public health professionals and students Join us Live on Facebook today at 1pm ET for CDCGrandRounds to hear experts discuss the effects of PFAS exposure and current research needs   RT FDAfood FDA is working w state partners to investigate a cluster of E coli O157H7 infections in 7 patients in Maryland tied to Read RT FDAfood Testing of an unopened salad purchased by one of the patients identified the presence of E coli O157 in the Romaine lettuce RT NRCan DYK that wildfires are becoming more and more complex Factors like climate fuels and people are merging to create extreme fir RT CSCSCCen Its RJWeek Did you know that of the offenders who participated in a facetoface dialogue with CSCs Restorative Opport DYK that clogged gutters can lead to basements floods and cause water damage to your walls and ceilings This fall make sure to clean those gutters  RT CSCSCCen Its RJWeek Did you know that CSC offers victimoffender mediation CSCs Restorative Opportunities program offers people RT JusticeCanadaEN ICYMI its RJWeek RestorativeJustice offers the opportunity to  improve outcomes  make our justice system more The answer is D  All of the above If an EmergencyAlert is active and you are in an affected area the alert will display once your phone is powered on or you connect to an LTE network More info  RT HistoricaCanada Explore a century of change in how Canadians work This HistoryWeek2019 learn more about organized labour the role RT rcmpgrcpolice When 23yearold Victoria Shachtay was killed by a bomb in 2011 hundreds of RCMP officers and experts worked on the ca RT PrivacyPrivee It has been a year since the introduction of mandatory breach reporting and we have already learned so much To mark th RT CSCSCCen CSC is proud to announce the arrival of some of our newest detector dogs who joined us in November Detector dogs play an i RT NRCan The wildlandfirecan conference officially kicks off today Fire experts have gathered to discuss emerging trends and issues in On November 27 provinces and territories plan to test the  AlertReady system Do you know how you could receive the test RT GetCyberSafe Ever feel like youre being watched  That sixth sense could be telling you something  cyberthreat actors might be  RT NRCan 90 years ago today Newfoundland was devastated by a tsunami caused by an earthquaketurnedunderwater landslideListen to mar
04-12-2019,0,0,No change on the spread of COVID19,20-11-2019, Prime Minister Justin Trudeau announces changes to the structure and mandate of the Cabinet committees to reflect Canadians top priorities Details   Kevin Lamoureux will serve as Parliamentary Secretary to the Leader of the Government in the House of Commons  Ginette Petitpas Taylor will serve as Deputy Government Whip  Mark Holland will serve as Chief Government Whip  Kirsty Duncan will serve as Deputy Leader of the Government in the House of Commons  Jim Carr will serve as the Prime Ministers special representative for the Prairies  Jonathan Wilkinson becomes Minister of Environment and Climate Change  Dan Vandal becomes Minister of Northern Affairs  Filomena Tassi becomes Minister of Labour  Deb Schulte becomes Minister of Seniors  Harjit Sajjan remains Minister of National Defence  Pablo Rodriguez becomes Leader of the Government in the House of Commons  Carla Qualtrough becomes Minister of Employment Workforce Development and Disability Inclusion  Seamus ORegan becomes Minister of Natural Resources  Mary Ng becomes Minister of Small Business Export Promotion and International Trade  Joyce Murray becomes Minister of Digital Government  Bill Morneau remains Minister of Finance  Maryam Monsef becomes Minister for Women and Gender Equality and Rural Economic Development  Marc Miller becomes Minister of Indigenous Services  Marco E L Mendicino becomes Minister of Immigration Refugees and Citizenship  Catherine McKenna becomes Minister of Infrastructure and Communities  Lawrence MacAulay remains Minister of Veterans Affairs and Associate Minister of National Defence  Diane Lebouthillier remains Minister of National Revenue  Dominic LeBlanc becomes President of the Queens Privy Council for Canada  David Lametti remains Minister of Justice and Attorney General of Canada  Bernadette Jordan becomes Minister of Fisheries Oceans and the Canadian Coast Guard  Mlanie Joly becomes Minister of Economic Development and Official Languages  Ahmed Hussen becomes Minister of Families Children and Social Development  Patty Hajdu becomes Minister of Health  Steven Guilbeault becomes Minister of Canadian Heritage  Karina Gould becomes Minister of International Development  Marc Garneau remains Minister of Transport  Mona Fortier becomes Minister of Middle Class Prosperity and Associate Minister of Finance  JeanYves Duclos becomes President of the Treasury Board  FranoisPhilippe Champagne becomes Minister of Foreign Affairs  Bardish Chagger becomes Minister of Diversity and Inclusion and Youth  Bill Blair becomes Minister of Public Safety and Emergency Preparedness  MarieClaude Bibeau remains Minister of Agriculture and AgriFood  Carolyn Bennett remains Minister of CrownIndigenous Relations  Navdeep Bains becomes Minister of Innovation Science and Industry  Anita Anand becomes Minister of Public Services and Procurement  Chrystia Freeland becomes Deputy Prime Minister and Minister of Intergovernmental Affairs  Prime Minister Justin Trudeau welcomes new Cabinet  Watch live Cabinet ministers are sworn in during a ceremony at RideauHall in Ottawa   Today Cabinet ministers will be sworn in during a ceremony at RideauHall in Ottawa Get the livestream link here this afternoon  Prime Minister Justin Trudeau invites all Canadians to join in celebrating NationalChildDay and the young people who make our country stronger and our future brighter  BarkToBeHeard AR is a One Health issue CDC estimates the number of infections and deaths caused by resistant germs in humans and works with partners to address AR in animals Learn more about the role of veterinarians  and companion animals  Family history is just one of several risk factors for t2diabetes Do you know the others  NationalDiabetesMonth  RT HHSGov When it comes to the common cold NOT sharing is caring Keep your germs to yourselfstay home when youre sick and avoid close RT CDCInjury Q2 A3 Funding for states has enabled states to conduct surveillance of nonfatal drug overdose This key info will pave the RT CDCInjury HRSAgov 1 First responder training and access to naloxone 2 standing orders for naloxone at pharmacies and 3 harm HealthcareProviders join the CDC COCA call tomorrow 1121 at 2pm ET to get updated guidance during flu season for managing patients with lung injury associated with ecigarette or vaping product use   INVESTIGATION NOTICE Do not eat Ready Pac Bistro Bowl Chicken Caesar Salad with a Best By date of October 31 2019 Testing by Maryland Dept of Health found E coli contamination Read more   RT CDCGlobal We can find cure and prevent TB globally  but we cant do it alone Global collaboration in the fight against TB has sav RT CDCNCEZID Anytime antibiotics are used they can contribute to the development and spread of AntibioticResistance Improving antibio Get a fluvaccine with confidence In this short video CDC epidemiologist Michelle Hughes answers a commonly asked question Can a flu vaccine give you fluFAQsAboutFlu  International travelers including children with only 1 dose of MMR vaccine need protection against measles HCPs review this video one of several posted by CDC on measles vaccination recommendations for travelers of all ages and MMR statuses  Are chitlins on your holiday menu Chitlins can be contaminated with harmful germs that can make you sick See CDCs tips for preparing chitlins safely   Antibiotics are critical tools for treating serious infections but when abx arent neededlike for a coldthey wont help you amp the side effects could cause harm Talk to your doctor about the best treatment for your illness  USAAW19  Healthcare Providers Be sure your patients traveling abroad are protected against measles Review new videos on measles vaccination recommendations for travelers of all ages and MMR vaccination statuses including infants adults amp pregnant women  When are physical developmental delays first seen Signs of physical developmental delays can be noticed very early Its important to talk with your childs pediatrician about signs of physical developmental delay   Wed like to extend a warm welcome to the Honourable Bill Blair in his new role as Minister of Public Safety and Emergency Preparedness  Today is NationalChildDay Public Safety salutes and supports all efforts to protect children from harm at home and abroad  RT RCMPONT Today is Transgender Day of Remembrance The lives that were lost this year and previous years are more than a statistic Th
05-12-2019,0,0,No change on the spread of COVID19,21-11-2019, Prime Minister Justin Trudeau meets with the Mayor of Vancouver KennedyStewart today on Parliament Hill in Ottawa  Prime Minister Justin Trudeau meets with the Mayor of Calgary Naheed Nenshi today on Parliament Hill in Ottawa  On TDOR we remember those weve lost to trans violence and recommit to fighting hatred and building a more inclusive Canada for everyonePrime Minister Justin Trudeau  Today Prime Minister Justin Trudeau introduced the ministers who will work together to tackle the big issues that matter to Canadians from coast to coast to coast Get the details  DramaFollower The aerosol from ecigarettes is not harmless water vapor It can contain harmful chemicals including nicotine cancercausing chemicals heavy metals and volatile organic compounds The HPV Vaccine Is Cancer Prevention Champion award honors individuals and practices who have achieved high vaccination rates protecting thousands of adolescents from cancers caused by HPV Check out this years winners here   If you use ecigarette or vaping products get medical care right away if you have symptoms like those reported in this outbreak such as cough shortness of breath chest pain nausea vomiting stomach pain diarrhea fever chills or weight loss  CDC recommends that people dont use ecigarette or vaping products that contain THC Data suggests products containing THC particularly those obtained from informal sources like friends family or inperson or online dealers play a major role in the outbreak OUTBREAK UPDATE As of 1120 2290 cases of lung injury associated with use of ecigarette or vaping products have been reported from 49 states all but Alaska DC amp 2 US territories Puerto Rico amp USVI 47 deaths were confirmed in 25 states amp DC   About 1 out of 3 adults in rural communities has a disability Inclusive and accessible interventions can help get rid of barriers in rural communities and improve health and wellbeing for all  powerofrural  New report on a previous Salmonella outbreak linked to turkey shows why turkey should always be cooked to 165F For whole turkeys use a food thermometer to check the temperature in multiple places on the turkey incl the breast amp thigh Learn more   Quitting smoking isnt easy Join the GreatAmericanSmokeout and take the first steps towards quitting for good   HCPs Check out CDCs list of parents commonly asked questions about HPV vaccine to help you and your staff give the best answers   When people living with ALS join the National ALS Registry they can make a difference Together we can better understand ALS one person at a time Learn about the ALSregistry   Symptoms of ecigarette or vaping product useassociated lung injury may be similar to flu or other respiratory illness so diagnosis amp management can be challenging Get updated clinical guidance for flu season in todays COCA call at 2pm ET   RT GovCanHealth Suicide is an issue that affects Canadians of all ages and backgrounds If you or someone you know is dealing with suici Want to make a difference secureyourcareer with Public SafetyVisit the Federal Safety Security and Intelligence Career Fair on November 29 at the Ottawa ShawCentre   On November 27 some provinces and territories plan to test the AlertReady system True or False  You could receive the test alert via TV radio or compatible phone Think youve come across a scam Report it to the Canadian AntiFraud Centre by phone 18884958501 or online    Sorry we just cant let it go let it go  Always keep an EmergencyCarKit in your sleigh  Frozen2  RT rcmpgrcpolice Cybercrime is on the rise in Canada and young people arent immune Watch how online crimes are affecting kids and lear RT PrivacyPrivee If your wearable device allows you to share your information with others look for options to control who you share it w Leaving on a jet plane soon Have your bags packed and ready to go Make sure you have the right travel documents  
